ID,modified,rightsHolder,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,occurrenceID,catalogNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,behavior,establishmentMeans,occurrenceStatus,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,eventDate,eventID,identificationID,typeStatus,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,country,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,taxonRank,recordedByID,identifiedByID,materialSampleID,samplingProtocol,Organism id
OBS7764104,2026-05-04T09:17:25Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764104,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T10:51:00Z,https://app.plutof.ut.ee/event/view/16071803,28803639,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02287715,3.70135073,WGS84,40,5ZBGQ,,Clitopilus geminus (Paulet) Noordel. & Co-David,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Clitopilus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764105,2026-05-04T09:17:25Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764105,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T09:17:00Z,https://app.plutof.ut.ee/event/view/16071804,28803638,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02079651,3.70025559,WGS84,31,4VPLB,,Scleroderma areolatum Ehrenb.,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764106,2026-05-04T09:17:25Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764106,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T08:54:00Z,https://app.plutof.ut.ee/event/view/16071805,28803640,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02108545,3.70092105,WGS84,5,5TZ2T,,Amanita rubescens Pers.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764107,2026-05-04T09:17:37Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764107,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T08:38:00Z,https://app.plutof.ut.ee/event/view/16071806,28803642,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02205027,3.70040066,WGS84,5,YMVJ,,Cortinarius trivialis J.E. Lange,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764108,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764108,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T08:51:00Z,https://app.plutof.ut.ee/event/view/16071807,28803641,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02132848,3.70084649,WGS84,18,53F32,,Suillus bovinus (Pers.) Kuntze,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764109,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764109,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T10:26:00Z,https://app.plutof.ut.ee/event/view/16071808,28803643,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02287331,3.70140792,WGS84,46,6NSLB,,Lacrymaria lacrymabunda (Bull.) Pat.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Lacrymaria,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764110,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764110,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T10:41:00Z,https://app.plutof.ut.ee/event/view/16071809,28803644,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02015416,3.70412741,WGS84,62,,,Leucoagaricus leucothites (Vittad.) Wasser,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764111,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764111,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T09:52:00Z,https://app.plutof.ut.ee/event/view/16071811,28803645,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02088179,3.70026857,WGS84,37,,3GBLJ,Gelatoporia pannocincta (Romell) Niemelä,Gloeoporus pannocinctus (Romell) J. Erikss.,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Gloeoporus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764112,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764112,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T08:43:00Z,https://app.plutof.ut.ee/event/view/16071810,28803646,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02235674,3.69973797,WGS84,44,YL7L,,Cortinarius infractus (Pers.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764113,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764113,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T09:39:00Z,https://app.plutof.ut.ee/event/view/16071812,28803647,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02066071,3.70041735,WGS84,41,6NSPQ,,Lactarius pubescens Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764114,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764114,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T09:28:00Z,https://app.plutof.ut.ee/event/view/16071813,28803648,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.0205279,3.70054942,WGS84,38,,7FVYP,Xerocomus pruinatus (Fr. & Hök) Quél.,Xerocomellus pruinatus (Fr. & Hök) Šutara,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764115,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764115,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T10:43:00Z,https://app.plutof.ut.ee/event/view/16071814,28803649,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.0217842,3.70271561,WGS84,4,79WWW,,Schizopora paradoxa (Schrad.) Donk,,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Schizopora,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764116,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764116,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T09:43:00Z,https://app.plutof.ut.ee/event/view/16071815,28803650,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02067214,3.69999772,WGS84,35,33XZ2,,Daedaleopsis confragosa (Bolton) J. Schröt.,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764117,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764117,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T11:03:00Z,https://app.plutof.ut.ee/event/view/16071816,28803651,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02233743,3.70018803,WGS84,,MCH9,,Boletus edulis Bull.,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764118,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764118,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T09:36:00Z,https://app.plutof.ut.ee/event/view/16071817,28803652,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02074711,3.70017315,WGS84,18,3NSGX,,Hypholoma fasciculare (Huds.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764119,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764119,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T08:24:00Z,https://app.plutof.ut.ee/event/view/16071818,28803653,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02243838,3.70159532,WGS84,,,,Fomes inzengae (Ces. & De Not.) Cooke,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764125,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764125,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T14:54:00Z,https://app.plutof.ut.ee/event/view/16071837,28803673,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02238942,3.70010922,WGS84,52,4KK8P,,Pluteus leoninus (Schaeff.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764126,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764126,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T14:37:00Z,https://app.plutof.ut.ee/event/view/16071838,28803672,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02251076,3.70152884,WGS84,5,6FD2D,,Entoloma poliopus (Romagn.) Noordel.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764128,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764128,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T15:52:00Z,https://app.plutof.ut.ee/event/view/16071841,28803676,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02071684,3.70189704,WGS84,,4TSBY,,Russula odorata Romagn.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764129,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764129,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T15:48:00Z,https://app.plutof.ut.ee/event/view/16071843,28803677,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02107917,3.70135322,WGS84,,5TYZH,,Amanita pantherina (DC.) Krombh.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764130,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764130,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T15:48:00Z,https://app.plutof.ut.ee/event/view/16071842,28803678,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02070587,3.70138843,WGS84,,799GY,,Russula graveolens Romell,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764139,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764139,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T16:00:00Z,https://app.plutof.ut.ee/event/view/16071852,28803687,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02112599,3.7016895,WGS84,,,,Inocybe cookei Bres.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764142,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764142,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-26T16:05:00Z,https://app.plutof.ut.ee/event/view/16071855,28803690,,Lowie Tondeleir,2025-09-26,,,Belgium,,Oost-Vlaanderen,Gent,,51.02074679,3.70230541,WGS84,,6NGQQ,,Junghuhnia nitida (Pers.) Ryvarden,,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Junghuhnia,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764628,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764628,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T10:59:00Z,https://app.plutof.ut.ee/event/view/16072538,28804430,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25501329,3.19614507,WGS84,,3ZCQV,,Melastiza cornubiensis (Berk. & Broome) J. Moravec,,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Melastiza,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764629,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764629,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T08:36:00Z,https://app.plutof.ut.ee/event/view/16072539,28804431,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25588757,3.19624225,WGS84,14,3MTD8,,Humaria hemisphaerica (F.H. Wigg.) Fuckel,,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Humaria,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764630,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764630,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T08:48:00Z,https://app.plutof.ut.ee/event/view/16072540,28804432,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25578004,3.19633693,WGS84,4,4TRXM,,Russula foetens (Pers.) Pers.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764631,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764631,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T07:42:00Z,https://app.plutof.ut.ee/event/view/16072541,28804435,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25605987,3.19502609,WGS84,5,4TRS4,,Russula clariana R. Heim,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764632,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764632,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T09:22:00Z,https://app.plutof.ut.ee/event/view/16072542,28804434,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25356331,3.19793992,WGS84,6,,,Inocybe adaequata (Britzelm.) Sacc.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764633,2026-05-04T09:17:38Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764633,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T08:40:00Z,https://app.plutof.ut.ee/event/view/16072543,28804433,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.2557591,3.19636086,WGS84,4,,Y56N,Coprinus atramentarius (Bull.) Fr.,Coprinopsis atramentaria (Bull.) Redhead; Vilgalys & Moncalvo,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764634,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764634,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T07:42:00Z,https://app.plutof.ut.ee/event/view/16072544,28804436,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25606482,3.19503485,WGS84,,3RRR6,,Lactarius controversus Pers.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764635,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764635,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T07:42:00Z,https://app.plutof.ut.ee/event/view/16072545,28804437,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25605987,3.19502609,WGS84,5,3RRT9,,Lactarius evosmus Kühner & Romagn.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764636,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764636,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T08:44:00Z,https://app.plutof.ut.ee/event/view/16072546,28804438,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25578004,3.19633693,WGS84,,6MLZD,,Hygrocybe insipida (J.E. Lange ex S. Lundell) M.M. Moser,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7764637,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7764637,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T07:44:00Z,https://app.plutof.ut.ee/event/view/16072547,28804439,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.25605987,3.19502609,WGS84,5,3PQZC,,Inocybe geophylla (Bull.) P. Kumm.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7766613,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7766613,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-09-27T08:09:00Z,https://app.plutof.ut.ee/event/view/16074821,28807042,,Lowie Tondeleir,2025-09-27,,,Belgium,,West-Vlaanderen,Brugge,,51.2528402,3.19798674,WGS84,,6MW39,,Inocybe pusio P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7766753,2026-05-04T09:17:39Z,Glen Dierickx,,,,108820,,,Citizens for FunDive,HumanObservation,7766753,,Glen Dierickx,1,1,individuals,,,,,present,,,,,,2025-09-29T12:07:00Z,https://app.plutof.ut.ee/event/view/16075234,28807549,,Glen Dierickx,2025-09-29,,,Belgium,,Vlaanderen,Gent,,51.0352845,3.72179266,WGS84,,4TRKP,,Russula amoenolens Romagn.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,https://orcid.org/0000-0001-5387-8544,https://orcid.org/0000-0001-5387-8544,,,
OBS7766754,2026-05-04T09:17:39Z,Glen Dierickx,,,,108820,,,Citizens for FunDive,HumanObservation,7766754,,Glen Dierickx,1,1,individuals,,,,,present,,,,,,2025-09-29T12:06:00Z,https://app.plutof.ut.ee/event/view/16075235,28807550,,Glen Dierickx,2025-09-29,,,Belgium,,Vlaanderen,Gent,,51.03550482,3.72265399,WGS84,,65PSN,,Agaricus xanthodermus Genev.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Species,https://orcid.org/0000-0001-5387-8544,https://orcid.org/0000-0001-5387-8544,,,
OBS7766902,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7766902,,Lowie Tondeleir,,,individuals,,,,,,,,,,,2025-09-27T08:09:00Z,https://app.plutof.ut.ee/event/view/16075364,28807723,,,,,,Belgium,,West-Vlaanderen,Brugge,,51.2528402,3.19798674,WGS84,,3PR3K,,Inocybe hirtella Bres.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Species,https://orcid.org/0009-0008-5951-1709,,,,
OBS7766904,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7766904,,Lowie Tondeleir,,,individuals,,,,,,,,,,,2025-09-27T08:09:00Z,https://app.plutof.ut.ee/event/view/16075366,28807725,,,,,,Belgium,,West-Vlaanderen,Brugge,,51.2528402,3.19798674,WGS84,,6J7QC,,Flammulaster muricatus (Fr.) Watling,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Flammulaster,Species,https://orcid.org/0009-0008-5951-1709,,,,
OBS7766922,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7766922,,Lowie Tondeleir,,,individuals,,,,,,,,,,,2025-09-27T07:42:00Z,https://app.plutof.ut.ee/event/view/16075387,28807746,,,,,,Belgium,,West-Vlaanderen,Brugge,,51.25606482,3.19503485,WGS84,,YMDD,,Cortinarius saniosus (Fr.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Species,https://orcid.org/0009-0008-5951-1709,,,,
OBS7767107,2026-05-04T09:17:39Z,Dace Vevere,,,,108820,,,Citizens for FunDive,HumanObservation,7767107,,Dace Vevere,2,2,individuals,,,,,present,,,,,,2025-09-29T15:36:00Z,https://app.plutof.ut.ee/event/view/16075568,28807947,,Dace Vevere,2025-09-29,,,Latvia,,Siguldas novads,Ragana,,57.18233611,24.70201146,WGS84,,63LCT,,Paxillus Fr.,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,,Genus,,,,,
OBS7768790,2026-05-04T09:17:39Z,Sander Roelstraete,,,,108820,,,Citizens for FunDive,HumanObservation,7768790,,Sander Roelstraete,23,23,individuals,,,,Native,present,,,,,,2025-10-01T14:15:00Z,https://app.plutof.ut.ee/event/view/16077785,28820918,,Sander Roelstraete,2025-10-01,,,Belgium,,Vlaanderen,Gent,Vlaanderen; Oost-Vlaanderen; Gent; Sint-Denijs-Westrem; Maaltebruggepark,51.02183566,3.70043255,WGS84,,53F32,,Suillus bovinus (Pers.) Kuntze,,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Species,,,,,
OBS7769477,2026-05-04T09:17:39Z,Lowie Tondeleir,,,,108820,,,Citizens for FunDive,HumanObservation,7769477,,Lowie Tondeleir,1,1,individuals,,,,,present,,,,,,2025-10-02T15:15:00Z,https://app.plutof.ut.ee/event/view/16078446,28830836,,Lowie Tondeleir,2025-10-02,,,Belgium,,Oost-Vlaanderen,Gent,,51.03544633,3.7223472,WGS84,64,,65PSN,Agaricus xanthoderma Genev.,Agaricus xanthodermus Genev.,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Species,https://orcid.org/0009-0008-5951-1709,https://orcid.org/0009-0008-5951-1709,,,
OBS7770268,2026-05-04T09:17:39Z,Laura Pisani,,,,108820,,,Citizens for FunDive,HumanObservation,7770268,,Laura Pisani,19,19,individuals,,,,,present,,,,,,2025-10-03T08:25:00Z,https://app.plutof.ut.ee/event/view/16079375,28849335,,Laura Pisani,2025-10-03,,,Belgium,,Vlaanderen,Gent,,51.0320752,3.7178297,WGS84,4,65NKD,,Agaricus campestris L.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Species,,,,,
OBS7774180,2026-05-04T09:17:39Z,Heidi Tamm,,,,108820,,,Citizens for FunDive,HumanObservation,7774180,,Heidi Tamm,2,2,individuals,,,,,present,,,,,,2025-09-27T11:25:00Z,https://app.plutof.ut.ee/event/view/16082636,28874476,,Heidi Tamm,2025-09-27,,,Estonia,,Ida-Viru maakond,Lüganuse vald,Uljaste küla,59.37715371,26.76292302,WGS84,5,4MJS,,Geastrum Pers.,,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Genus,,,,,
