ID,modified,rightsHolder,references,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,basisOfRecord,occurrenceID,catalogNumber,recordedBy,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,behavior,establishmentMeans,occurrenceStatus,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,eventDate,eventID,identificationID,typeStatus,identifiedBy,dateIdentified,identificationRemarks,identificationQualifier,country,stateProvince,county,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,taxonID,acceptedNameUsageID,scientificName,acceptedNameUsage,kingdom,phylum,class,order,family,genus,taxonRank,recordedByID,identifiedByID,materialSampleID,samplingProtocol,Organism id
OBS6824656,2026-05-04T09:17:20Z,Elias Polemis,,,,108820,,,Citizens for FunDive,HumanObservation,6824656,,Elias Polemis,1,1,individuals,,,,,present,,,,,unripe mushrooms,2024-07-18T11:55:29Z,https://app.plutof.ut.ee/event/view/14221623,26272146,,Elias Polemis,2024-07-18,Identified using Danish Fungal Atlas,,Greece,,Κεντρική Μακεδονία,Ρητίνη,,40.24116944,22.19127222,WGS84,,46KGK,,Neolentinus lepideus (Fr.) Redhead & Ginns,,Fungi,Basidiomycota,Agaricomycetes,Gloeophyllales,Gloeophyllaceae,Neolentinus,Species,,,,,
OBS7190011,2026-05-04T09:17:20Z,Kadri Pärtel,,,,108820,,,Citizens for FunDive,HumanObservation,7190011,,Kadri Pärtel,1,1,individuals,,,,,present,,,,,,2024-09-14T09:57:00Z,https://app.plutof.ut.ee/event/view/14685055,26743153,,Kadri Pärtel,2024-09-14,,,Estonia,,Tartu maakond,Nõo vald,,58.162522,26.4161619,WGS84,,3FG8N,,Geastrum fimbriatum Fr.,,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Species,,,,,
OBS7190012,2026-05-04T09:17:20Z,Kadri Pärtel,,,,108820,,,Citizens for FunDive,HumanObservation,7190012,,Kadri Pärtel,1,1,individuals,,,,,present,,,,,,2024-09-14T08:21:00Z,https://app.plutof.ut.ee/event/view/14685056,26743154,,Kadri Pärtel,2024-09-14,,,Estonia,,Tartu maakond,Nõo vald,,58.15756,26.4173047,WGS84,,3FG8N,,Geastrum fimbriatum Fr.,,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Species,,,,,
OBS7194111,2026-05-04T09:17:20Z,Holger Thüs,,,,108820,,,Citizens for FunDive,HumanObservation,7194111,,Holger Thüs,1,1,individuals,,,,,present,,,,,,2024-09-15T13:34:00Z,https://app.plutof.ut.ee/event/view/14688110,26747775,,Holger Thüs,2024-09-15,Identified using Danish Fungal Atlas,,Germany,,Baden-Württemberg,Stuttgart,,48.80152834,9.13969528,WGS84,,3FG8N,,Geastrum fimbriatum Fr.,,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Species,,,,,
OBS7195340,2026-05-04T09:17:20Z,Amanda Sandberg,,,,108820,,,Citizens for FunDive,HumanObservation,7195340,,Amanda Sandberg,1,1,individuals,,,,,present,,,,,,2024-09-20T07:31:00Z,https://app.plutof.ut.ee/event/view/14690222,26749885,,Amanda Sandberg,2024-09-20,,,Sweden,,Östergötlands län,,,58.3969153,16.5884086,WGS84,5,6MHWP,,Hydnellum ferrugineum (Fr.) P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,Hydnellum,Species,,,,,
OBS7198744,2026-05-04T09:17:20Z,Bálint Dima,,,,108820,,,Citizens for FunDive,HumanObservation,7198744,,Bálint Dima,2,2,individuals,,,,,present,,,,,,2023-11-18T10:06:00Z,https://app.plutof.ut.ee/event/view/14693642,26753988,,Bálint Dima,2023-11-18,,,Hungary,,,Gönyű,,47.7190569,17.84598213,WGS84,,L3K2,,Battarrea phalloides (Dicks.) Pers.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Battarrea,Species,,,,,
OBS7198748,2026-05-04T09:17:20Z,Bálint Dima,,,,108820,,,Citizens for FunDive,HumanObservation,7198748,,Bálint Dima,10,10,individuals,,,,,present,,,,,,2023-08-10T09:39:00Z,https://app.plutof.ut.ee/event/view/14693646,26753992,,Bálint Dima,2023-08-10,,,Hungary,,,Németkér,,46.74737374,18.7241739,WGS84,,,,Calvatia fragilis (Vittad.) Morgan,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Species,,,,,
OBS7216297,2026-05-04T09:17:20Z,Irene Mazza,,,,108820,,,Citizens for FunDive,HumanObservation,7216297,,Irene Mazza,1,1,individuals,,,,In wild,present,,,,,,2024-10-08T12:15:00Z,https://app.plutof.ut.ee/event/view/14711947,26790180,,Irene Mazza,2024-10-08,,,Italy,,Toscana,Asciano,,43.29548588,11.45129442,WGS84,,63W82,,Tulostoma Pers.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Genus,,,,,
OBS7216418,2026-05-04T09:17:20Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216418,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:09:00Z,https://app.plutof.ut.ee/event/view/14712050,26793046,,Michał Kochanowski,2024-10-18,,,Czechia,,Jihočeský kraj,,,48.73275,14.1239933,WGS84,64,F,,Fungi R.T. Moore,,,,,,,,Kingdom,,,,,
OBS7216545,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216545,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T12:22:00Z,https://app.plutof.ut.ee/event/view/14712301,26793684,,Michał Kochanowski,2024-10-18,,,Czechia,,Jihočeský kraj,,,48.7341621,14.1220916,WGS84,7,6RVJ9,,Nectriopsis violacea (J.C. Schmidt) Maire,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,Species,,,,,
OBS7216546,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216546,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T12:30:51Z,https://app.plutof.ut.ee/event/view/14712302,26793685,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.7337568,14.1233698,WGS84,9,4NYCM,,Pseudohydnum gelatinosum (Scop.) P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Pseudohydnum,Species,,,,,
OBS7216547,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216547,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T10:29:07Z,https://app.plutof.ut.ee/event/view/14712303,26793686,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Kraj południowoczeski,,,48.7363417,14.1293733,WGS84,65,4TS4H,,Russula integra (L.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS7216548,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216548,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:45:23Z,https://app.plutof.ut.ee/event/view/14712304,26793687,,Michał Kochanowski,2024-10-18,,,Czechia,,Jihočeský kraj,,,48.7330777,14.1238637,WGS84,4,,YKPW,Cortinarius parasuillus Reumaux,Cortinarius distortus Kauffman,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Species,,,,,
OBS7216549,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216549,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T11:59:22Z,https://app.plutof.ut.ee/event/view/14712306,26793689,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,Jihočeský kraj; Český Krumlov; Silnice bez názvu,48.7353217,14.120545,WGS84,5,Z8TV,,Craterellus tubaeformis (Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Craterellus,Species,,,,,
OBS7216550,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216550,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:16:00Z,https://app.plutof.ut.ee/event/view/14712307,26793690,,Michał Kochanowski,2024-10-18,,,Czechia,,Jihočeský kraj,,,48.7329167,14.1239367,WGS84,186,62M9T,,Cortinarius (Pers.) Gray,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,,Genus,,,,,
OBS7216551,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216551,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:35:38Z,https://app.plutof.ut.ee/event/view/14712308,26793691,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.7335198,14.1242385,WGS84,9,3WLN6,,Lycoperdon umbrinum Pers.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Species,,,,,
OBS7216552,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216552,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:13:00Z,https://app.plutof.ut.ee/event/view/14712309,26793692,,Michał Kochanowski,2024-10-18,,,Czechia,,Jihočeský kraj,,,48.7329512,14.123959,WGS84,24,643Q6,,Sarcodon Quél. ex P. Karst.,,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Bankeraceae,,Genus,,,,,
OBS7216553,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216553,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T09:07:21Z,https://app.plutof.ut.ee/event/view/14712311,26793694,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.7330467,14.1246749,WGS84,10,VW6K,,Clavulina coralloides (L.) J. Schröt.,,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Clavulina,Species,,,,,
OBS7216554,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216554,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:53:04Z,https://app.plutof.ut.ee/event/view/14712312,26793695,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.7332182,14.1240799,WGS84,9,4TSJQ,,Russula queletii Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS7216555,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216555,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:26:15Z,https://app.plutof.ut.ee/event/view/14712313,26793696,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.7330367,14.1247516,WGS84,9,535H2,,Stropharia aeruginosa (Curtis) Quél.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Species,,,,,
OBS7216556,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216556,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T08:32:01Z,https://app.plutof.ut.ee/event/view/14712314,26793698,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.7331536,14.1248959,WGS84,10,W8RZ,,Clitocybe nebularis (Batsch) Quél.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Clitocybe,Species,,,,,
OBS7216557,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216557,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T11:57:56Z,https://app.plutof.ut.ee/event/view/14712315,26793697,,Michał Kochanowski,2024-10-18,,,Czechia,,Jihočeský kraj,,,48.7352883,14.1206077,WGS84,4,,3N275,Hydnum rufescens Schaeff.,Hydnum repandum L.,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,Species,,,,,
OBS7216558,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7216558,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-18T12:07:22Z,https://app.plutof.ut.ee/event/view/14712316,26793699,,Michał Kochanowski,2024-10-18,Identified using Danish Fungal Atlas,,Czechia,,Kraj południowoczeski,,,48.7355916,14.1212249,WGS84,10,Z8SW,,Craterellus lutescens (Fr.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Craterellus,Species,,,,,
OBS7217176,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217176,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:33:49Z,https://app.plutof.ut.ee/event/view/14712889,26794340,,Michał Kochanowski,2024-10-19,,,Czechia,,Jihočeský kraj,Frymburk,,48.6835151,14.1632618,WGS84,8,YJY2,,Cortinarius anomalus (Fr.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Species,,,,,
OBS7217454,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217454,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:13:38Z,https://app.plutof.ut.ee/event/view/14713104,26794636,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6838487,14.1647788,WGS84,9,4TSJQ,,Russula queletii Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS7217455,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217455,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T07:56:00Z,https://app.plutof.ut.ee/event/view/14713105,26794637,,Michał Kochanowski,2024-10-19,,,Czechia,,Jihočeský kraj,Frymburk,,48.6849398,14.1660917,WGS84,13,5Y87,,Nectriopsis Maire,,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,,Genus,,,,,
OBS7217456,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217456,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T10:19:24Z,https://app.plutof.ut.ee/event/view/14713106,26794638,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.685695,14.1607783,WGS84,7,6NT25,,Lactarius rufus (Scop.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS7217457,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217457,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T07:48:04Z,https://app.plutof.ut.ee/event/view/14713107,26794639,,Michał Kochanowski,2024-10-19,,,Czechia,,Jihočeský kraj,Frymburk,,48.6850433,14.1663402,WGS84,9,7B7X,,Russula Pers.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Genus,,,,,
OBS7217458,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217458,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T10:45:58Z,https://app.plutof.ut.ee/event/view/14713108,26794640,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6859833,14.16159,WGS84,8,3RRNJ,,Lactarius blennius (Fr.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS7217459,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217459,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T07:51:03Z,https://app.plutof.ut.ee/event/view/14713109,26794641,,Michał Kochanowski,2024-10-19,,,Czechia,,Jihočeský kraj,Frymburk,,48.6847585,14.1658438,WGS84,7,5HL4,,Lycoperdon Pers.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Genus,,,,,
OBS7217460,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217460,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:18:36Z,https://app.plutof.ut.ee/event/view/14713110,26794642,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6841513,14.1645418,WGS84,6,,,Calocera viscosa (Pers.) Fr.,,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Calocera,Species,,,,,
OBS7217461,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217461,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T09:19:56Z,https://app.plutof.ut.ee/event/view/14713112,26794644,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6836683,14.1614584,WGS84,9,3RSB8,,Lactarius tabidus Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS7217462,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217462,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T09:54:19Z,https://app.plutof.ut.ee/event/view/14713113,26794645,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6846899,14.160555,WGS84,7,4TS9Y,,Russula mustelina Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS7217463,2026-05-04T09:17:21Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217463,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:06:53Z,https://app.plutof.ut.ee/event/view/14713114,26794647,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6843867,14.1651568,WGS84,9,VW6K,,Clavulina coralloides (L.) J. Schröt.,,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Clavulina,Species,,,,,
OBS7217464,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217464,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:21:12Z,https://app.plutof.ut.ee/event/view/14713115,26794646,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6841767,14.1645683,WGS84,6,3RLDM,,Laccaria amethystina (Huds.) Cooke,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,Species,,,,,
OBS7217465,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217465,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T09:37:34Z,https://app.plutof.ut.ee/event/view/14713116,26794648,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.6834967,14.1605,WGS84,11,7D3GH,,Tricholomopsis decora (Fr.) Singer,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Tricholomopsis,Species,,,,,
OBS7217466,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217466,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T09:43:05Z,https://app.plutof.ut.ee/event/view/14713117,26794649,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,,,48.6838216,14.1609951,WGS84,5,3RRY9,,Lactarius lignyotus Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Species,,,,,
OBS7217467,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217467,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:29:13Z,https://app.plutof.ut.ee/event/view/14713118,26794650,,Michał Kochanowski,2024-10-19,,,Czechia,,Jihočeský kraj,Frymburk,,48.6837884,14.1638884,WGS84,9,7B7X,,Russula Pers.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,Genus,,,,,
OBS7217468,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217468,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T07:44:01Z,https://app.plutof.ut.ee/event/view/14713119,26794651,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6851933,14.167375,WGS84,7,4TRVW,,Russula emetica (Schaeff.) Pers.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS7217469,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217469,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T09:12:06Z,https://app.plutof.ut.ee/event/view/14713120,26794652,,Michał Kochanowski,2024-10-19,,,Czechia,,Jihočeský kraj,Frymburk,,48.683495,14.1626333,WGS84,10,6B5MQ,,Cortinarius sanguineus (Wulfen) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,Species,,,,,
OBS7217470,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217470,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T07:36:20Z,https://app.plutof.ut.ee/event/view/14713121,26794653,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.685515,14.1674867,WGS84,6,4TSBQ,,Russula ochroleuca (Pers.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Species,,,,,
OBS7217471,2026-05-04T09:17:22Z,Michał Kochanowski,,,,108820,,,Citizens for FunDive,HumanObservation,7217471,,Michał Kochanowski,1,1,individuals,,,,,present,,,,,,2024-10-19T08:10:49Z,https://app.plutof.ut.ee/event/view/14713122,26794654,,Michał Kochanowski,2024-10-19,Identified using Danish Fungal Atlas,,Czechia,,Jihočeský kraj,Frymburk,,48.6842169,14.1650218,WGS84,6,5Y9PW,,Chlorophyllum olivieri (Barla) Vellinga,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,Species,,,,,
OBS7217477,2026-05-04T09:17:22Z,Elias Polemis,,,,108820,,,Citizens for FunDive,HumanObservation,7217477,,Elias Polemis,1,1,individuals,,,,In wild,present,,,,,,2024-10-19T12:34:29Z,https://app.plutof.ut.ee/event/view/14713128,26794660,,Elias Polemis,2024-10-19,,,Greece,,Δυτική Μακεδονία,Σκοπός,,40.89065556,21.80603889,WGS84,,58DWB,,Tricholoma portentosum (Fr.) Quél.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Species,,,,,
OBS7217646,2026-05-04T09:17:22Z,Claudia Perini,,,,108820,,,Citizens for FunDive,HumanObservation,7217646,,Claudia Perini,1,1,individuals,,,,In wild,present,,,,,,2024-10-14T01:54:00Z,https://app.plutof.ut.ee/event/view/14713173,26794832,,Claudia Perini,2024-10-14,,,Italy,,Toscana,Bagnore,,42.84993408,11.57133333,WGS84,,Z8S9,,Craterellus cornucopioides (L.) Pers.,,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Craterellus,Species,,,,,
OBS7225734,2026-05-04T09:19:09Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,7225734,,Simone Graziosi,,,individuals,,,,,,,,,,var fuliginosa,2024-10-20T09:21:00Z,https://app.plutof.ut.ee/event/view/14713873,26806973,,,2024-10-20,,,Italy,,Toscana,Sarteano,,43.0089418,11.8149087,WGS84,8,3X5NV,,Macrolepiota procera (Scop.) Singer,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,Species,,,,,
OBS7225736,2026-05-04T09:19:09Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,7225736,,Simone Graziosi,,,individuals,,,,,,,,,,,2024-10-20T07:54:00Z,https://app.plutof.ut.ee/event/view/14713872,26806975,,,2024-10-20,,,Italy,,Toscana,Sarteano,,43.0094198,11.8128601,WGS84,7,,Y59L,Coprinus picaceus (Bull.) Gray,Coprinopsis picacea (Bull.) Redhead; Vilgalys & Moncalvo,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Species,,,,,
OBS7225737,2026-05-04T09:19:09Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,7225737,,Simone Graziosi,,,individuals,,,,,,,,,,,2024-10-20T08:21:00Z,https://app.plutof.ut.ee/event/view/14713870,26806976,,,2024-10-20,,,Italy,,Toscana,Sarteano,,43.009375,11.8140769,WGS84,8,3NBY4,,Hygrophorus eburneus (Bull.) Fr.,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Species,,,,,
OBS7225738,2026-05-04T09:19:09Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,7225738,,Simone Graziosi,,,individuals,,,,,,,,,,,2024-10-20T10:22:00Z,https://app.plutof.ut.ee/event/view/14713869,26806977,,,2024-10-20,,,Italy,,Toscana,Sarteano,,43.0082531,11.8121121,WGS84,6,39ZSV,,Entoloma incanum (Fr.) Hesler,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Species,,,,,
OBS7225739,2026-05-04T09:19:09Z,Simone Graziosi,,,,108820,,,Citizens for FunDive,HumanObservation,7225739,,Simone Graziosi,,,individuals,,,,,,,,,,,2024-10-20T08:04:00Z,https://app.plutof.ut.ee/event/view/14713868,26806978,,,2024-10-20,,,Italy,,Toscana,Sarteano,,43.009221,11.8134388,WGS84,9,3YSTY,,Megacollybia platyphylla (Pers.) Kotl. & Pouzar,,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricales fam Incertae sedis,Megacollybia,Species,,,,,
